Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Chen, Y., Luo, J., Diao, X., Yao, X.","57200102419;57304879900;56278279700;55541520900;","A medical big data analysis algorithm based on access control system",2018,"International Journal of Reasoning-based Intelligent Systems","10","1",,"51","58",,1,"10.1504/IJRIS.2018.091127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046283707&doi=10.1504%2fIJRIS.2018.091127&partnerID=40&md5=0224e8120b9de55fbdf4b5354ce8a2a7",Article,"Final","",Scopus,2-s2.0-85046283707
"Zhang, J., Li, D., Fan, X.","57201690621;55704079400;7403393807;","A customer-centric trust evaluation model for personalized service selection",2018,"Scientific Programming","2018",,"4819195","","",,2,"10.1155/2018/4819195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045744648&doi=10.1155%2f2018%2f4819195&partnerID=40&md5=47938f0a89fac247c948c0bb5ea01d16",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85045744648
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","Towards Trustworthy Multi-Cloud Services Communities: A Trust-Based Hedonic Coalitional Game",2018,"IEEE Transactions on Services Computing","11","1","7445255","184","201",,56,"10.1109/TSC.2016.2549019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042018726&doi=10.1109%2fTSC.2016.2549019&partnerID=40&md5=2f0a7adf7ffba904d17fea0ab18b3a68",Article,"Final","",Scopus,2-s2.0-85042018726
"Azarmi, M., Bhargava, B.","27367632700;7103137823;","An End-to-End Dynamic Trust Framework for Service-Oriented Architecture",2017,"IEEE International Conference on Cloud Computing, CLOUD","2017-June",,"8030635","568","575",,4,"10.1109/CLOUD.2017.78","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032195587&doi=10.1109%2fCLOUD.2017.78&partnerID=40&md5=d8f2246c0f51e1886f415968eddb9b54",Conference Paper,"Final","",Scopus,2-s2.0-85032195587
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","I Know You Are Watching Me: Stackelberg-Based Adaptive Intrusion Detection Strategy for Insider Attacks in the Cloud",2017,"Proceedings - 2017 IEEE 24th International Conference on Web Services, ICWS 2017",,,"8029829","728","735",,6,"10.1109/ICWS.2017.88","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032337826&doi=10.1109%2fICWS.2017.88&partnerID=40&md5=e0d2aebeca3125e54abf22f4b4584279",Conference Paper,"Final","",Scopus,2-s2.0-85032337826
"Ding, S., Xia, C., Wang, C., Wu, D., Zhang, Y.","36818160000;16205447200;57188833667;34769206000;16231855600;","Multi-objective optimization based ranking prediction for cloud service recommendation",2017,"Decision Support Systems","101",,,"106","114",,27,"10.1016/j.dss.2017.06.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021737306&doi=10.1016%2fj.dss.2017.06.005&partnerID=40&md5=f8a766cfab9c2780554baf46994aa4d2",Article,"Final","",Scopus,2-s2.0-85021737306
"Wang, Y., Yang, J., Qi, L.","57225159122;35729559900;35093041800;","A game-theoretic model for the role of reputation feedback systems in peer-to-peer commerce",2017,"International Journal of Production Economics","191",,,"178","193",,7,"10.1016/j.ijpe.2017.06.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021166591&doi=10.1016%2fj.ijpe.2017.06.012&partnerID=40&md5=89c6c9d7a6362fe71e504ae0c74e3799",Article,"Final","",Scopus,2-s2.0-85021166591
"Nacer, H., Djebari, N., Slimani, H., Aissani, D.","56227265000;57194554208;26634600600;13605476400;","A distributed authentication model for composite Web services",2017,"Computers and Security","70",,,"144","178",,11,"10.1016/j.cose.2017.05.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020782236&doi=10.1016%2fj.cose.2017.05.008&partnerID=40&md5=46f5c451edfeb07748ced8a19341973e",Article,"Final","",Scopus,2-s2.0-85020782236
"Zhang, T., Wang, Y., Li, G., Guo, J., Li, Q.","57209165547;51462385600;57202799414;55991004800;57216469315;","Reputation Propagation for Web Service Composition: A Shapley Value Approach",2017,"Proceedings - 2017 International Conference on Networking and Network Applications, NaNA 2017","2018-January",,,"232","238",,,"10.1109/NaNA.2017.52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049406696&doi=10.1109%2fNaNA.2017.52&partnerID=40&md5=5710386889782192142bab2c1e62a97c",Conference Paper,"Final","",Scopus,2-s2.0-85049406696
"Wang, Y., Chen, I.-R., Cho, J.-H., Swami, A., Chan, K.S.","55362967500;7402043269;55474140000;7006645443;55420279000;","Trust-Based Service Composition and Binding with Multiple Objective Optimization in Service-Oriented Mobile Ad Hoc Networks",2017,"IEEE Transactions on Services Computing","10","4","7299316","660","672",,33,"10.1109/TSC.2015.2491285","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023642615&doi=10.1109%2fTSC.2015.2491285&partnerID=40&md5=926b9122e470277483d7cc7ad690dee6",Article,"Final","",Scopus,2-s2.0-85023642615
"Aljukhadar, M., Trifts, V., Senecal, S.","35095956300;6508071864;57200814456;","Consumer self-construal and trust as determinants of the reactance to a recommender advice",2017,"Psychology and Marketing","34","7",,"708","719",,11,"10.1002/mar.21017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020461430&doi=10.1002%2fmar.21017&partnerID=40&md5=ff3246faefdeabe20839f3112e735b08",Article,"Final","",Scopus,2-s2.0-85020461430
"Wang, Y., Chen, I.-R., Cho, J.-H., Tsai, J.J.P.","55362967500;7402043269;55474140000;55604360900;","A comparative analysis of trust-based service composition algorithms in service-oriented ad hoc networks",2017,"ACM International Conference Proceeding Series","Part F128274",,,"94","98",,2,"10.1145/3077584.3077590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023604499&doi=10.1145%2f3077584.3077590&partnerID=40&md5=a63166a06b85545a03910c38397f4457",Conference Paper,"Final","",Scopus,2-s2.0-85023604499
"Akila, T.H., Siriweera, S., Paik, I., Kumara, B.T.G.S.","57193886927;57193889168;56211687800;55814034000;","QoS-aware traffic-efficient web service selection over BigData space",2017,"Proceedings - 2016 16th IEEE International Conference on Computer and Information Technology, CIT 2016, 2016 6th International Symposium on Cloud and Service Computing, IEEE SC2 2016 and 2016 International Symposium on Security and Privacy in Social Networks and Big Data, SocialSec 2016",,,"7876338","197","203",,3,"10.1109/CIT.2016.73","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017336619&doi=10.1109%2fCIT.2016.73&partnerID=40&md5=906bb24dbeb9ff5116dffeaa909a578d",Conference Paper,"Final","",Scopus,2-s2.0-85017336619
"Mao, C., Lin, R.","7201499723;57193350599;","QoS Trust Rate Prediction for Web Services Using PSO-Based Neural Network",2017,"Proceedings - 2016 International Conference on Advanced Cloud and Big Data, CBD 2016",,,"7815188","68","74",,5,"10.1109/CBD.2016.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013187905&doi=10.1109%2fCBD.2016.022&partnerID=40&md5=a20075ef97c31a1ef8289cea0f99bd7b",Conference Paper,"Final","",Scopus,2-s2.0-85013187905
"Taylor, P., Griffiths, N., Barakat, L., Miles, S.","55459935200;8251655800;24528426800;7102787819;","Bootstrapping trust with partial and subjective observability",2017,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS","3",,,"1745","1747",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046410666&partnerID=40&md5=0706b0a7ca87ac8e7bcac25624621922",Conference Paper,"Final","",Scopus,2-s2.0-85046410666
"Taylor, P., Griffiths, N., Barakat, L., Miles, S.","55459935200;8251655800;24528426800;7102787819;","Stereotype Reputation with Limited Observability",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10642 LNAI",,,"84","102",,,"10.1007/978-3-319-71682-4_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036647313&doi=10.1007%2f978-3-319-71682-4_6&partnerID=40&md5=333c9173d8d937f4ebf3a129d39e4ac5",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85036647313
"Ponomarev, A.V.","55858984800;","Quality control methods in crowd computing: Literature review",2017,"SPIIRAS Proceedings","5","54",,"152","184",,6,"10.15622/sp.54.7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033470120&doi=10.15622%2fsp.54.7&partnerID=40&md5=c0bedb61d6a8c687fb93ee7bd5fb0f22",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85033470120
"Wang, Q., He, W., Wang, X., Cui, L.","57194697177;57204699506;35235383700;55632676200;","Quality-assure and budget-aware task assignment for spatial crowdsourcing",2017,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","201",,,"60","70",,1,"10.1007/978-3-319-59288-6_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021725765&doi=10.1007%2f978-3-319-59288-6_6&partnerID=40&md5=1a7f8a62291d646221f2529dd43d9e72",Book Chapter,"Final","",Scopus,2-s2.0-85021725765
"Lu, K., Wang, S., Cui, G., Li, M., Bin-Liaqat, H.","36094397200;57189245952;35195562100;56290429800;57194052801;","Multi-Reciprocity Policies Co-Evolution Based Incentive Evaluating Framework for Mobile P2P Systems",2017,"IEEE Access","5",,"7752844","3313","3321",,10,"10.1109/ACCESS.2016.2630736","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018471804&doi=10.1109%2fACCESS.2016.2630736&partnerID=40&md5=a6e623cf830d89b01f4f197f316a4618",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85018471804
"Mao, C., Lin, R., Xu, C., He, Q.","7201499723;57193350599;57193693197;55217854300;","Towards a Trust Prediction Framework for Cloud Services Based on PSO-Driven Neural Network",2017,"IEEE Access","5",,"7820074","2187","2199",,32,"10.1109/ACCESS.2017.2654378","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015966456&doi=10.1109%2fACCESS.2017.2654378&partnerID=40&md5=01384d39b23c7ea1a15213ee85699179",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85015966456
"Qi, L., Dai, P., Yu, J., Zhou, Z., Xu, Y.","36519541200;57193232334;13409205300;55728217100;57193221446;","""time-Location-Frequency""-aware Internet of things service selection based on historical records",2017,"International Journal of Distributed Sensor Networks","13","1",,"","",,34,"10.1177/1550147716688696","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011915730&doi=10.1177%2f1550147716688696&partnerID=40&md5=76f1372bb5b667438f163fb609d6c0f2",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85011915730
"Tan, B., Huang, H., Ma, H., Zhang, M.","57125400900;56340870100;55723485400;8729040400;","Binary PSO for web service location-allocation",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10142 LNAI",,,"366","377",,3,"10.1007/978-3-319-51691-2_31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011340513&doi=10.1007%2f978-3-319-51691-2_31&partnerID=40&md5=1fa2f4b12406bdeeff9de8bb1dbb6229",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85011340513
"Shirgahi, H., Mohsenzadeh, M., Haj Seyyed Javadi, H.","36163777500;26435355100;56432549300;","A three level fuzzy system for evaluating the trust of single web services",2017,"Journal of Intelligent and Fuzzy Systems","32","1",,"589","611",,5,"10.3233/JIFS-152526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009957659&doi=10.3233%2fJIFS-152526&partnerID=40&md5=fa0794863a94206d0149be58996d7348",Article,"Final","",Scopus,2-s2.0-85009957659
"Ding, S., Wang, Z., Wu, D., Olson, D.L.","36818160000;36676702600;34769206000;35561732100;","Utilizing customer satisfaction in ranking prediction for personalized cloud service selection",2017,"Decision Support Systems","93",,,"1","10",,68,"10.1016/j.dss.2016.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992199443&doi=10.1016%2fj.dss.2016.09.001&partnerID=40&md5=f13402e28158baee8264966374784e25",Article,"Final","",Scopus,2-s2.0-84992199443
"Gutiérrez, V., Theodoridis, E., Mylonas, G., Shi, F., Adeel, U., Diez, L., Amaxilatis, D., Choque, J., Camprodom, G., McCann, J., Muñoz, L.","21833642700;55892589000;36846385500;54785083400;55746116300;57206525024;55488710900;7801471099;57196480094;7202464158;57214907272;","Co-creating the cities of the future",2016,"Sensors (Switzerland)","16","11","1971","","",,24,"10.3390/s16111971","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997294947&doi=10.3390%2fs16111971&partnerID=40&md5=cd301a96e8b987f586a4913c31964dab",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84997294947
"Miao, C., Yu, H., Shen, Z., Leung, C.","8850060600;55753004000;57206655762;7402612617;","Balancing quality and budget considerations in mobile crowdsourcing",2016,"Decision Support Systems","90",,,"56","64",,43,"10.1016/j.dss.2016.06.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992223554&doi=10.1016%2fj.dss.2016.06.019&partnerID=40&md5=8b117944ca86ba4dddadb91ff741ba4c",Article,"Final","",Scopus,2-s2.0-84992223554
"Peng, J., Choo, K.-K.R., Ashman, H.","57188965508;57208540261;6701726434;","User profiling in intrusion detection: A review",2016,"Journal of Network and Computer Applications","72",,,"14","27",,76,"10.1016/j.jnca.2016.06.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978971732&doi=10.1016%2fj.jnca.2016.06.012&partnerID=40&md5=6b75186b910357f208fd0c95fd763736",Review,"Final","",Scopus,2-s2.0-84978971732
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","How to distribute the detection load among virtual machines to maximize the detection of distributed attacks in the cloud?",2016,"Proceedings - 2016 IEEE International Conference on Services Computing, SCC 2016",,,"7557468","316","323",,9,"10.1109/SCC.2016.48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989829639&doi=10.1109%2fSCC.2016.48&partnerID=40&md5=129a56e0e2c27a9960879089e580e0ec",Conference Paper,"Final","",Scopus,2-s2.0-84989829639
"Ruan, Y., Durresi, A.","56534609600;57207529486;","A survey of trust management systems for online social communities - Trust modeling, trust inference and attacks",2016,"Knowledge-Based Systems","106",,,"150","163",,80,"10.1016/j.knosys.2016.05.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973537470&doi=10.1016%2fj.knosys.2016.05.042&partnerID=40&md5=47eb0d8fd9e74f9d8bc8420effafb30e",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-84973537470
"Wahab, O.A., Mourad, A., Otrok, H., Bentahar, J.","55798635800;9275987400;20436645500;8961304900;","CEAP: SVM-based intelligent detection model for clustered vehicular ad hoc networks",2016,"Expert Systems with Applications","50",,,"40","54",,64,"10.1016/j.eswa.2015.12.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953789989&doi=10.1016%2fj.eswa.2015.12.006&partnerID=40&md5=f7072e642a17f5a87b01b5c36e89a1ae",Article,"Final","",Scopus,2-s2.0-84953789989
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","A Stackelberg game for distributed formation of business-driven services communities",2016,"Expert Systems with Applications","45",,,"359","372",,26,"10.1016/j.eswa.2015.09.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946020229&doi=10.1016%2fj.eswa.2015.09.047&partnerID=40&md5=9ed583d81a2f2a6e3dad1d9dc35059d9",Article,"Final","",Scopus,2-s2.0-84946020229
"Tan, S., Li, X., Dong, Q.","56482577700;55900922400;35301553400;","TrustR: An integrated router security framework for protecting computer networks",2016,"IEEE Communications Letters","20","2","2505312","376","379",,4,"10.1109/LCOMM.2015.2505312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959324238&doi=10.1109%2fLCOMM.2015.2505312&partnerID=40&md5=5e485532558771f74c487a5439d4db6d",Article,"Final","",Scopus,2-s2.0-84959324238
"Deng, Z., Chen, L., He, T., Meng, T.","55449489200;57022556200;56924374700;56924654600;","A reliability calculation method for web service composition using fuzzy reasoning colored petri nets and its application on supercomputing cloud platform",2016,"Future Internet","8","4","47","","",,5,"10.3390/fi8040047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007331274&doi=10.3390%2ffi8040047&partnerID=40&md5=e5130428fb3ccc273d21f4780bc336cf",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85007331274
"Mousa, A., Bentahar, J.","57191036087;8961304900;","An Efficient QoS-aware Web Services Selection Using Social Spider Algorithm",2016,"Procedia Computer Science","94",,,"176","182",,14,"10.1016/j.procs.2016.08.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985996212&doi=10.1016%2fj.procs.2016.08.027&partnerID=40&md5=d8ceab8a32254455b11f4f2532ca4483",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-84985996212
"Yahyaoui, H., Al-Mutairi, A.","6602992340;56928152100;","A feature-based trust sequence classification algorithm",2016,"Information Sciences","328",,,"455","484",,22,"10.1016/j.ins.2015.08.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945555672&doi=10.1016%2fj.ins.2015.08.008&partnerID=40&md5=4a586af31b695fd49df6cb2ec7b01cc7",Article,"Final","",Scopus,2-s2.0-84945555672
"Wahab, O.A., Bentahar, J., Otrok, H., Mourad, A.","55798635800;8961304900;20436645500;9275987400;","Misbehavior Detection Framework for Community-Based Cloud Computing",2015,"Proceedings - 2015 International Conference on Future Internet of Things and Cloud, FiCloud 2015 and 2015 International Conference on Open and Big Data, OBD 2015",,,"7300816","181","188",,5,"10.1109/FiCloud.2015.94","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959049230&doi=10.1109%2fFiCloud.2015.94&partnerID=40&md5=5216bb6251396b945c55b96d0e7c72eb",Conference Paper,"Final","",Scopus,2-s2.0-84959049230
