Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Zhang, A., Chen, L., Wei, C.","57197827690;35085801400;57208421464;","Application of Hybrid Feature Selection Algorithm Based on MPGA in Driving Stress Detection [基于MPGA的混合特征选择算法在驾驶压力检测中的应用]",2019,"Huadong Ligong Daxue Xuebao/Journal of East China University of Science and Technology","45","1",,"125","132",,2,"10.14135/j.cnki.1006-3080.20171215001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064737389&doi=10.14135%2fj.cnki.1006-3080.20171215001&partnerID=40&md5=cb784717af4cdea57ab4eaaa2d26fac8",Article,"Final","",Scopus,2-s2.0-85064737389
"Rizwan, M.F., Farhad, R., Mashuk, F., Islam, F., Imam, M.H.","57207861228;57207858864;57207859033;57214291660;39361891600;","Design of a biosignal based stress detection system using machine learning techniques",2019,"1st International Conference on Robotics, Electrical and Signal Processing Techniques, ICREST 2019",,,"8644259","364","368",,13,"10.1109/ICREST.2019.8644259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063103106&doi=10.1109%2fICREST.2019.8644259&partnerID=40&md5=f6442f01960164135df7bbd0b5e1b073",Conference Paper,"Final","",Scopus,2-s2.0-85063103106
"Londhe, A.N., Atulkar, M.","57205394680;57205388673;","Heart rate variability: A methodological survey",2019,"Proceedings of the International Conference on Intelligent Sustainable Systems, ICISS 2019",,,"8907985","57","63",,3,"10.1109/ISS1.2019.8907985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075977853&doi=10.1109%2fISS1.2019.8907985&partnerID=40&md5=afee278d1462b447dccb880d4e78f993",Conference Paper,"Final","",Scopus,2-s2.0-85075977853
"Castaldo, R., Montesinos, L., Melillo, P., James, C., Pecchia, L.","56734351100;56493033000;35746615400;7203017474;35746897300;","Ultra-short term HRV features as surrogates of short term HRV: A case study on mental stress detection in real life",2019,"BMC Medical Informatics and Decision Making","19","1","12","","",,57,"10.1186/s12911-019-0742-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060153698&doi=10.1186%2fs12911-019-0742-y&partnerID=40&md5=bf9458d3e6ed23217220e6f0c075e081",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85060153698
"Wang, Q., Wang, Z., Dai, X., Song, S., Xing, T.","57203941061;57366332000;57218098736;57200255299;54685377600;","S-hrvm: Smart watch-based heart rate variability monitoring system",2019,"International Conference on Embedded Wireless Systems and Networks",,,,"178","183",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112467817&partnerID=40&md5=7fd7a99574841608eb02f34f7240b9f0",Conference Paper,"Final","",Scopus,2-s2.0-85112467817
"Napoletano, P., Rossi, S.","9733676700;56526097200;","Combining heart and breathing rate for car driver stress recognition",2018,"IEEE International Conference on Consumer Electronics - Berlin, ICCE-Berlin","2018-September",,"8576164","","",,10,"10.1109/ICCE-Berlin.2018.8576164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060313608&doi=10.1109%2fICCE-Berlin.2018.8576164&partnerID=40&md5=05ddd30b7f6f070b3fccb6fb0eb34f77",Conference Paper,"Final","",Scopus,2-s2.0-85060313608
"Bonde, A., Pan, S., Mirshekari, M., Noh, H.Y., Fagert, J., Zhang, P.","56199457700;55582579800;57053277700;25646691400;56345830000;7404159118;","Seat vibration for heart monitoring in a moving automobile",2018,"DATA 2018 - Proceedings of the 1st Workshop on Data Acquisition To Analysis, Part of SenSys 2018",,,,"7","8",,1,"10.1145/3277868.3277872","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058266774&doi=10.1145%2f3277868.3277872&partnerID=40&md5=ad6e9f0c5ea0f8c65cd651006bf3fe5f",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85058266774
"Rastgoo, M.N., Nakisa, B., Rakotonirainy, A., Chandran, V., Tjondronegoro, D.","56481533900;56156792800;55945030200;7005275851;6507586021;","A critical review of proactive detection of driver stress levels based on multimodal measurements",2018,"ACM Computing Surveys","51","5","88","","",,32,"10.1145/3186585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053935621&doi=10.1145%2f3186585&partnerID=40&md5=362d667451083758503de743be328cc5",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85053935621
"Krishnan, M.V.J.","57200169728;","Accident prone area detection using driver stress data base",2018,"IEEE International Conference on Circuits and Systems, ICCS 2017","2018-January",,,"220","223",,1,"10.1109/ICCS1.2017.8325994","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047750249&doi=10.1109%2fICCS1.2017.8325994&partnerID=40&md5=0a12c1edbf8e0cb9fd591c98e32956ff",Conference Paper,"Final","",Scopus,2-s2.0-85047750249
"Bonde, A., Pan, S., Jia, Z., Zhang, Y., Noh, H.Y., Zhang, P.","56199457700;55582579800;57189465744;8234021100;25646691400;7404159118;","VVRRM: Vehicular vibration-based heart RR-interval monitoring system",2018,"HotMobile 2018 - Proceedings of the 19th International Workshop on Mobile Computing Systems and Applications","2018-February",,,"37","42",,14,"10.1145/3177102.3177110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048698414&doi=10.1145%2f3177102.3177110&partnerID=40&md5=3895f5fce18f009633b21f73431e2b31",Conference Paper,"Final","",Scopus,2-s2.0-85048698414
"Marois, A., Lafond, D., Gagnon, J.-F., Vachon, F., Cloutier, M.-S.","57196002470;24178697000;57203236554;8696710100;36963946600;","Predicting stress among pedestrian Traffic workers using physiological and situational measures",2018,"Proceedings of the Human Factors and Ergonomics Society","2",,,"1262","1266",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072755692&partnerID=40&md5=36ad9a7267aa30c5fb5ceede6d0f3c6a",Conference Paper,"Final","",Scopus,2-s2.0-85072755692
"Abd Halim, N.H.A., Sidek, K.A., Mansor, H.","57220575306;37108844600;6505547666;","Stress recognition using photoplethysmogram signal",2017,"Indonesian Journal of Electrical Engineering and Computer Science","8","2",,"495","501",,3,"10.11591/ijeecs.v8.i2.pp495-501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037612288&doi=10.11591%2fijeecs.v8.i2.pp495-501&partnerID=40&md5=97428b0c87a8b04db2df88437f46d077",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85037612288
"Shdefat, A.Y., Park, S.-J., Kim, H.-C.","57200323773;57200324518;55739535700;","Real-time processing structure for handling HRV tuples",2017,"Information (Japan)","20","8",,"5625","5630",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040830917&partnerID=40&md5=891bc3a5fb9b5aeb451447738f3f646b",Article,"Final","",Scopus,2-s2.0-85040830917
"Lin, Y.-Y., Hsiung, P.-A.","57195505176;7005354309;","An early warning system for predicting driver fatigue",2017,"2017 IEEE International Conference on Consumer Electronics - Taiwan, ICCE-TW 2017",,,"7991106","283","284",,5,"10.1109/ICCE-China.2017.7991106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028515236&doi=10.1109%2fICCE-China.2017.7991106&partnerID=40&md5=dc67d75d0841638108d1ca4f8216cb74",Conference Paper,"Final","",Scopus,2-s2.0-85028515236
"Munoz-Organero, M., Corcoba-Magana, V.","26030525600;55621378000;","Predicting Upcoming Values of Stress while Driving",2017,"IEEE Transactions on Intelligent Transportation Systems","18","7","7744577","1802","1811",,22,"10.1109/TITS.2016.2618424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028403963&doi=10.1109%2fTITS.2016.2618424&partnerID=40&md5=54a3d95e1465be7ff65a23cc1083aaaf",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85028403963
"Lacuesta, R., Garcia, L., Garcia-Magarino, I., Lloret, J.","35092517700;55832400900;24576701500;23389476400;","System to Recommend the Best Place to Live Based on Wellness State of the User Employing the Heart Rate Variability",2017,"IEEE Access","5",,"7924384","10594","10604",,12,"10.1109/ACCESS.2017.2702107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028944731&doi=10.1109%2fACCESS.2017.2702107&partnerID=40&md5=6ca8d01f4f99828edaeecb41de438500",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85028944731
"Reimer, U., Laurenzi, E., Maier, E., Ulmer, T.","6604040966;55822278500;14022875600;56399191300;","Mobile stress recognition and relaxation support with smartcoping: User-adaptive interpretation of physiological stress parameters",2017,"Proceedings of the Annual Hawaii International Conference on System Sciences","2017-January",,,"3597","3606",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025175576&partnerID=40&md5=6e6e9f2093db5a6c2984044b1e2b53fb",Conference Paper,"Final","",Scopus,2-s2.0-85025175576
"Al-Libawy, H., Al-Ataby, A., Al-Nuaimy, W., Al-Taee, M.A.","57189688701;36175613100;35612714500;6506776582;","HRV-based operator fatigue analysis and classification using wearable sensors",2016,"13th International Multi-Conference on Systems, Signals and Devices, SSD 2016",,,"7473750","268","273",,17,"10.1109/SSD.2016.7473750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974627492&doi=10.1109%2fSSD.2016.7473750&partnerID=40&md5=0d5fc70d3b8df76ead0a1d08b7211cb7",Conference Paper,"Final","",Scopus,2-s2.0-84974627492
"Salai, M., Vassányi, I., Kósa, I.","57190028295;55902458500;6602733250;","Stress detection using low cost heart rate sensors",2016,"Journal of Healthcare Engineering","2016",,"5136705","","",,43,"10.1155/2016/5136705","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976582745&doi=10.1155%2f2016%2f5136705&partnerID=40&md5=4daaa75ec59cc290d31e90e3e66cad27",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84976582745
