Cites,Authors,Title,Publisher,Year,ArticleURL,Source,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
8,"M Arafeh, P Ceravolo, A Mourad, E Damiani, ...",Ontology based recommender system using social network data,Elsevier,2021,https://www.sciencedirect.com/science/article/pii/S0167739X20305963,Future Generation …,https://scholar.google.com/scholar?cites=3969228426496561356&as_sdt=2005&sciodt=2007&hl=en,32,2021-12-18 16:37,,,,,,,,,8,8,2,5,1,"Abstract Online Social Network (OSN) is considered a key source of information for real-time decision making. However, several constraints lead to decreasing the amount of information that a researcher can have while increasing the time of social network mining procedures. In …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546693/,https://scholar.google.com/scholar?q=related:zNC1WTmIFTcJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
27,"H Otrok, A Mourad, JM Robert, N Moati, ...",A cluster-based model for QoS-OLSR protocol,ieeexplore.ieee.org,2011,https://ieeexplore.ieee.org/abstract/document/5982694/,2011 7th International …,https://scholar.google.com/scholar?cites=6317471251876535699&as_sdt=2005&sciodt=2007&hl=en,33,2021-12-18 16:37,,,,,,,,,27,2.7,5,5,10,The QOLSR is a multimedia protocol that was designed on top of the Optimized Link State Routing (OLSR) protocol. It considers the Quality of Service (QoS) of the nodes during the selection of the Multi-Point Relay (MPRs) nodes. One of the drawbacks of this protocol is the …,https://laur.lau.edu.lb:8443/xmlui/bitstream/handle/10725/5337/(Postprint)%20A%20cluster.pdf?sequence=3,https://scholar.google.com/scholar?q=related:k93X1qEqrFcJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
4,"H Sami, A Mourad, H Otrok, ...",Demand-Driven Deep Reinforcement Learning for Scalable Fog and Service Placement,ieeexplore.ieee.org,2021,https://ieeexplore.ieee.org/abstract/document/9416796/,IEEE Transactions on …,https://scholar.google.com/scholar?cites=8998968156978449359&as_sdt=2005&sciodt=2007&hl=en,34,2021-12-18 16:37,,,,,,,,,4,4,1,4,1,"The increasing number of Internet of Things (IoT) devices necessitates the need for a more substantial fog computing infrastructure to support the users' demand for services. In this context, the placement problem consists of selecting fog resources and mapping services to …",https://www.researchgate.net/profile/Hani-Sami-2/publication/351080915_Demand-Driven_Deep_Reinforcement_Learning_for_Scalable_Fog_and_Service_Placement/links/6083ac718ea909241e1ee47d/Demand-Driven-Deep-Reinforcement-Learning-for-Scalable-Fog-and-Service-Placement.pdf,https://scholar.google.com/scholar?q=related:z4vANdzB4nwJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
13,"A Hammoud, H Otrok, A Mourad, ...",On the detection of passive malicious providers in cloud federations,ieeexplore.ieee.org,2018,https://ieeexplore.ieee.org/abstract/document/8515222/,IEEE …,https://scholar.google.com/scholar?cites=11647659055626618922&as_sdt=2005&sciodt=2007&hl=en,35,2021-12-18 16:37,,,,,,,,,13,4.33,3,4,3,Cloud federation has emerged as a new business architecture which aims to help cloud providers cope with the increased waves of demands on their resources and services. Although plenty of solutions have been proposed trying to ensure the optimal formation of …,https://www.researchgate.net/profile/Ahmad-Hammoud/publication/328624320_On_the_Detection_of_Passive_Malicious_Providers_in_Cloud_Federations/links/5d5909c892851cb74c74d12b/On-the-Detection-of-Passive-Malicious-Providers-in-Cloud-Federations.pdf,https://scholar.google.com/scholar?q=related:Koh8-zLMpKEJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
34,"A Mourad, MA Laverdiere, M Debbabi",An aspect-oriented approach for the systematic security hardening of code,Elsevier,2008,https://www.sciencedirect.com/science/article/pii/S0167404808000126,computers & security,https://scholar.google.com/scholar?cites=7734691561114950806&as_sdt=2005&sciodt=2007&hl=en,36,2021-12-18 16:37,,,,,,,,,34,2.62,11,3,13,"In this paper, we present an aspect-oriented approach for the systematic security hardening of source code. It aims at allowing developers to perform software security hardening by providing an abstraction over the actions required to improve the security of the program …",https://www.researchgate.net/profile/Azzam-Mourad/publication/222419958_An_aspect-oriented_approach_for_the_systematic_security_hardening_of_code/links/5bd382404585150b2b8a1906/An-aspect-oriented-approach-for-the-systematic-security-hardening-of-code.pdf,https://scholar.google.com/scholar?q=related:ltx3o_4kV2sJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
11,"B Halawi, A Mourad, H Otrok, E Damiani",Few are as good as many: An ontology-based tweet spam detection approach,ieeexplore.ieee.org,2018,https://ieeexplore.ieee.org/abstract/document/8502923/,IEEE Access,https://scholar.google.com/scholar?cites=5840289339808784857&as_sdt=2005&sciodt=2007&hl=en,37,2021-12-18 16:37,,,,,,,,,11,3.67,3,4,3,"Due to the high popularity of Twitter, spammers tend to favor its use in spreading their commercial messages. In the context of detecting twitter spams, different statistical and behavioral analysis approaches were proposed. However, these techniques suffer from …",https://ieeexplore.ieee.org/iel7/6287639/6514899/08502923.pdf,https://scholar.google.com/scholar?q=related:2aHNHDbgDFEJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
19,"WAR AlOrabi, SA Rahman, M El Barachi, ...",Towards on demand road condition monitoring using mobile phone sensing as a service,Elsevier,2016,https://www.sciencedirect.com/science/article/pii/S187705091630165X,Procedia computer …,https://scholar.google.com/scholar?cites=5866220807669062663&as_sdt=2005&sciodt=2007&hl=en,38,2021-12-18 16:37,,,,,,,,,19,3.8,5,4,5,"With the increased need for mobility and the overcrowding of cities, the area of Intelligent Transportation aims at improving the efficiency, safety, and productivity of transportation systems by relying on communication and sensing technologies. One of the main …",https://www.sciencedirect.com/science/article/pii/S187705091630165X/pdf?md5=5a6705952c1f39cca52ca5d836e670fc&pid=1-s2.0-S187705091630165X-main.pdf,https://scholar.google.com/scholar?q=related:B5wed74AaVEJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
27,"A Mourad, MA Laverdiere, M Debbabi",Security hardening of open source software,researchgate.net,2006,https://www.researchgate.net/profile/Azzam-Mourad/publication/220919944_Security_hardening_of_open_source_software/links/02bfe51463a5bb5d4f000000/Security-hardening-of-open-source-software.pdf,,https://scholar.google.com/scholar?cites=17422412869856496720&as_sdt=2005&sciodt=2007&hl=en,39,2021-12-18 16:37,PDF,,,,,,,,27,1.8,9,3,15,"In this paper, we define the concept of software security hardening, which will allow the developers and maintainers to deploy and harden security features and remedy present vulnerabilities and threats into existing open source software. We also propose a …",https://www.researchgate.net/profile/Azzam-Mourad/publication/220919944_Security_hardening_of_open_source_software/links/02bfe51463a5bb5d4f000000/Security-hardening-of-open-source-software.pdf,https://scholar.google.com/scholar?q=related:UIz9fTLYyPEJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
0,"A Hammoud, H Otrok, A Mourad, Z Dziong",Stable federated fog formation: An evolutionary game theoretical approach,Elsevier,2021,https://www.sciencedirect.com/science/article/pii/S0167739X21001710,Future Generation Computer …,,40,2021-12-18 16:37,,,,,,,,,0,0,0,4,1,Instability within fog federations is considered as a serious problem that degrades the performance of the provided services. The latter may affect the service availability due to fog providers withdrawing their resources. It may either lead to failures for some users …,http://icaangroup.com/wp-content/uploads/2021/06/4.pdf,https://scholar.google.com/scholar?q=related:1cexCAWo-OYJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
3,"H Tout, N Kara, C Talhi, A Mourad",Proactive machine learning-based solution for advanced manageability of multi-persona mobile computing,Elsevier,2019,https://www.sciencedirect.com/science/article/pii/S0045790617338028,Computers & Electrical Engineering,https://scholar.google.com/scholar?cites=3683191481014767093&as_sdt=2005&sciodt=2007&hl=en,41,2021-12-18 16:37,,,,,,,,,3,1.5,1,4,2,Latest mobile virtualization techniques have opened the door for multi-persona mobility to overcome security and privacy concerns of bring-your-own devices practice. Multi-persona allows a physical device to co-host multiple virtual phones with impenetrable walls among …,https://www.researchgate.net/profile/Azzam-Mourad/publication/337664665_Proactive_machine_learning-based_solution_for_advanced_manageability_of_multi-persona_mobile_computing/links/5f95b3b6458515b7cf9eaf94/Proactive-machine-learning-based-solution-for-advanced-manageability-of-multi-persona-mobile-computing.pdf,https://scholar.google.com/scholar?q=related:9U2hOSNTHTMJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
2,"H Shamseddine, J Nizam, A Hammoud, ...",A novel federated fog architecture embedding intelligent formation,ieeexplore.ieee.org,2020,https://ieeexplore.ieee.org/abstract/document/9220179/,IEEE …,https://scholar.google.com/scholar?cites=4827276806850362191&as_sdt=2005&sciodt=2007&hl=en,42,2021-12-18 16:37,,,,,,,,,2,2,1,4,1,"Network delays cause disturbance and reduction in the Quality-of-Service (QoS) for Internet-of-Things (IoT) while end-users are running critical real-time services. In parallel, federated fogs are not effective when formed without considering the performance perceived by the …",http://icaangroup.com/wp-content/uploads/2021/06/3.pdf,https://scholar.google.com/scholar?q=related:TzvMCK7u_UIJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
22,"A Mourad, MA Laverdière, ...",A high-level aspect-oriented-based framework for software security hardening,Taylor & Francis,2008,https://www.tandfonline.com/doi/abs/10.1080/19393550801911230,… Security Journal: A Global …,https://scholar.google.com/scholar?cites=14790589914843503732&as_sdt=2005&sciodt=2007&hl=en,43,2021-12-18 16:37,,10.1080/19393550801911230,,,,,,,22,1.69,7,3,13,"In this paper, we present an aspect-oriented approach and propose a high-level language called SHL (Security Hardening Language) for the systematic security hardening of software. The primary contribution of this proposition is providing the software architects with …",,https://scholar.google.com/scholar?q=related:dNy45Cm7Qs0J:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
4,"B Tay, A Mourad",Intelligent Performance-Aware Adaptation of Control Policies for Optimizing Banking Teller Process Using Machine Learning,ieeexplore.ieee.org,2020,https://ieeexplore.ieee.org/abstract/document/9163345/,IEEE Access,https://scholar.google.com/scholar?cites=4720395701338293340&as_sdt=2005&sciodt=2007&hl=en,44,2021-12-18 16:37,,,,,,,,,4,4,2,2,1,"In the current banking systems and business processes, the permission granted to employees is controlled and managed by the configured access control methods, in which static role-based models focus on access to information and functions. The deployed …",https://ieeexplore.ieee.org/iel7/6287639/8948470/09163345.pdf,https://scholar.google.com/scholar?q=related:XMSMceE2gkEJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
0,"R Estrada, R Mizouni, H Otrok, A Mourad",Task coalition formation for Mobile CrowdSensing based on workers' routes preferences,Elsevier,2021,https://www.sciencedirect.com/science/article/pii/S2214209621000450,Vehicular Communications,,45,2021-12-18 16:37,,,,,,,,,0,0,0,4,1,"In this paper, we address the problem of task allocation in Mobile Crowdsensing (MCS) by means of forming tasks publisher coalition taking into consideration workers' route preferences. In prior research works, only one of the MCS components (either task …",,https://scholar.google.com/scholar?q=related:lfMQji94J3cJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
5,"SA Rahman, A Mourad, M El Barachi",An infrastructure-assisted crowdsensing approach for on-demand traffic condition estimation,ieeexplore.ieee.org,2019,https://ieeexplore.ieee.org/abstract/document/8895966/,IEEE Access,https://scholar.google.com/scholar?cites=12109604778604014966&as_sdt=2005&sciodt=2007&hl=en,46,2021-12-18 16:37,,,,,,,,,5,2.5,2,3,2,"With the widespread use of smartphones and the continuous increase of their capabilities, a new sensing paradigm has emerged: mobile crowdsensing. The concept of crowdsensing implies the reliance on the crowd to perform sensing tasks and collect data about a …",https://ieeexplore.ieee.org/iel7/6287639/8600701/08895966.pdf,https://scholar.google.com/scholar?q=related:dq0Q_2L1DagJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
6,"M Arafeh, M El Barachi, A Mourad, ...",A blockchain based architecture for the detection of fake sensing in mobile crowdsensing,ieeexplore.ieee.org,2019,https://ieeexplore.ieee.org/abstract/document/8783092/,2019 4th International …,https://scholar.google.com/scholar?cites=2477106639947704488&as_sdt=2005&sciodt=2007&hl=en,47,2021-12-18 16:37,,,,,,,,,6,3,2,4,2,"With the emergence of mobile crowdsensing (MCS), we now have the possibility of leveraging the sensing capabilities of mobile devices to collect information and intelligence about cities and events. Despite the promise that MCS brings, this new concept opens the …",https://www.researchgate.net/profile/Azzam-Mourad/publication/338700971_A_Blockchain_based_Architecture_for_the_Detection_of_Fake_Sensing_in_Mobile_Crowdsensing/links/5d91ac0c299bf10cff1a19c7/A-Blockchain-based-Architecture-for-the-Detection-of-Fake-Sensing-in-Mobile-Crowdsensing.pdf,https://scholar.google.com/scholar?q=related:qCjYYF1zYCIJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
14,"A Mourad, H Tout, C Talhi, H Otrok, ...",From model-driven specification to design-level set-based analysis of XACML policies,Elsevier,2016,https://www.sciencedirect.com/science/article/pii/S0045790615003420,Computers & Electrical …,https://scholar.google.com/scholar?cites=17738353775164811685&as_sdt=2005&sciodt=2007&hl=en,48,2021-12-18 16:37,,,,,,,,,14,2.8,3,5,5,"With lot of hype surrounding policy-based computing, XACML (eXtensible Access Control Markup Language) has become the widely used de facto standard for managing access to open and distributed service-based environments like Web services. However, like any …",https://www.researchgate.net/profile/Azzam-Mourad/publication/283489315_From_model-driven_specification_to_design-level_set-based_analysis_of_XACML_policies/links/5bdd82884585150b2b9adcb0/From-model-driven-specification-to-design-level-set-based-analysis-of-XACML-policies.pdf,https://scholar.google.com/scholar?q=related:pWno1MZKK_YJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
11,"H Abualola, H Alhawai, M Kadadha, H Otrok, ...",An android-based trojan spyware to study the notificationlistener service vulnerability,Elsevier,2016,https://www.sciencedirect.com/science/article/pii/S1877050916302435,Procedia Computer …,https://scholar.google.com/scholar?cites=15769361483794233518&as_sdt=2005&sciodt=2007&hl=en,49,2021-12-18 16:37,,,,,,,,,11,2.2,2,5,5,"Security attacks continue to emerge on daily basis due to the fast growth in the number of smart devices and mobile applications. Attacks take different malware forms such as Spyware and Trojan exploiting different operating system vulnerabilities, specially the well …",https://www.sciencedirect.com/science/article/pii/S1877050916302435/pdf?md5=bb2514eeae33832b2db69cb6f13cd531&pid=1-s2.0-S1877050916302435-main.pdf&_valck=1,https://scholar.google.com/scholar?q=related:rjhISLgG2NoJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
16,"A El Khatib, A Mourad, H Otrok, ...",A cooperative detection model based on artificial neural network for VANET QoS-OLSR protocol,ieeexplore.ieee.org,2015,https://ieeexplore.ieee.org/abstract/document/7324400/,2015 IEEE …,https://scholar.google.com/scholar?cites=9906976670691236544&as_sdt=2005&sciodt=2007&hl=en,50,2021-12-18 16:37,,,,,,,,,16,2.67,4,4,6,"In this paper, we address the problem of detecting misbehaving vehicles in Vehicular Ad-Hoc Network using VANET QoS-OLSR, Quality of Service-Optimized Link State Routing protocol. VANET QoS-OLSR is a clustering protocol that is able to increase the stability of …",https://laur.lau.edu.lb:8443/xmlui/bitstream/handle/10725/5345/%28Postprint%29%20A%20cooperative.pdf?sequence=3&isAllowed=y,https://scholar.google.com/scholar?q=related:wBqi5sqmfIkJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
18,"A Mourad, S Ayoubi, H Yahyaoui, ...",New approach for the dynamic enforcement of Web services security,ieeexplore.ieee.org,2010,https://ieeexplore.ieee.org/abstract/document/5593232/,… Conference on Privacy …,https://scholar.google.com/scholar?cites=906576315459785865&as_sdt=2005&sciodt=2007&hl=en,51,2021-12-18 16:37,,,,,,,,,18,1.64,5,4,11,"We propose in this paper a new approach for the dynamic enforcement of Web services security, which is based on a synergy between Aspect-Oriented Programming (AOP) and composition of Web services. Security policies are specified as aspects. The elaborated …",https://laur.lau.edu.lb:8443/xmlui/bitstream/handle/10725/5331/(Postprint)%20New.pdf?sequence=3,https://scholar.google.com/scholar?q=related:iVTDDFvOlAwJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
12,"OA Wahab, J Bentahar, H Otrok, ...",How to distribute the detection load among virtual machines to maximize the detection of distributed attacks in the cloud?,ieeexplore.ieee.org,2016,https://ieeexplore.ieee.org/abstract/document/7557468/,2016 IEEE International …,https://scholar.google.com/scholar?cites=4345593968807652092&as_sdt=2005&sciodt=2007&hl=en,52,2021-12-18 16:37,,,,,,,,,12,2.4,3,4,5,"Security has been identified to be the principal stumbling-block preventing users and enterprises from moving their businesses to the cloud. The reason is that cloud systems, besides inheriting all the vulnerabilities of the traditional computing systems, appeal to new …",https://www.researchgate.net/profile/Omar-Wahab/publication/307573126_How_to_Distribute_the_Detection_Load_among_Virtual_Machines_to_Maximize_the_Detection_of_Distributed_Attacks_in_the_Cloud/links/5a0bd5c5aca2721a23fa17ad/How-to-Distribute-the-Detection-Load-among-Virtual-Machines-to-Maximize-the-Detection-of-Distributed-Attacks-in-the-Cloud.pdf,https://scholar.google.com/scholar?q=related:_Crc0LCmTjwJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
21,"A Mourad, MA Laverdiere, ...",Towards an aspect oriented approach for the security hardening of code,ieeexplore.ieee.org,2007,https://ieeexplore.ieee.org/abstract/document/4221122/,… Conference on Advanced …,https://scholar.google.com/scholar?cites=8924190352554842868&as_sdt=2005&sciodt=2007&hl=en,53,2021-12-18 16:37,,,,,,,,,21,1.5,7,3,14,"In this paper, we present an approach revolving around aspect-oriented software development (AOSD) for the systematic security hardening of source code. It provides an abstraction over the actions required to improve the security of the program. Security …",https://www.researchgate.net/profile/Azzam-Mourad/publication/4250296_Towards_an_Aspect_Oriented_Approach_for_the_Security_Hardening_of_Code/links/02bfe51463a5c75f18000000/Towards-an-Aspect-Oriented-Approach-for-the-Security-Hardening-of-Code.pdf,https://scholar.google.com/scholar?q=related:9Nr_39cX2XsJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
9,"OA Wahab, J Bentahar, H Otrok, ...",I know you are watching me: Stackelberg-based adaptive intrusion detection strategy for insider attacks in the cloud,ieeexplore.ieee.org,2017,https://ieeexplore.ieee.org/abstract/document/8029829/,2017 IEEE International …,https://scholar.google.com/scholar?cites=6680305223107353304&as_sdt=2005&sciodt=2007&hl=en,54,2021-12-18 16:37,,,,,,,,,9,2.25,2,4,4,Insider attacks in which misbehaving Virtual Machines (VMs) take part of the cloud system and learn about its internal vulnerabilities constitute a major threat against cloud resources and infrastructure. This demands setting up continuous and comprehensive security …,https://www.researchgate.net/profile/Omar-Wahab/publication/319637497_I_Know_You_Are_Watching_Me_Stackelberg-Based_Adaptive_Intrusion_Detection_Strategy_for_Insider_Attacks_in_the_Cloud/links/59c5ea8b0f7e9bd2c00568e2/I-Know-You-Are-Watching-Me-Stackelberg-Based-Adaptive-Intrusion-Detection-Strategy-for-Insider-Attacks-in-the-Cloud.pdf,https://scholar.google.com/scholar?q=related:2BqA5jQ2tVwJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
12,"A Mourad, H Jebbaoui",Towards efficient evaluation of XACML policies,ieeexplore.ieee.org,2014,https://ieeexplore.ieee.org/abstract/document/6890936/,2014 Twelfth Annual International …,https://scholar.google.com/scholar?cites=12963385549783088469&as_sdt=2005&sciodt=2007&hl=en,55,2021-12-18 16:37,,,,,,,,,12,1.71,6,2,7,Policy-based computing is taking an increasing role in providing real-time decisions and governing the systematic interaction among distributed cloud and Web services. XACML has been known as the de facto standard widely used by many vendors for specifying access …,https://www.researchgate.net/profile/Azzam-Mourad/publication/286677212_Towards_efficient_evaluation_of_XACML_policies/links/5bd3814ea6fdcc3a8da91ff8/Towards-efficient-evaluation-of-XACML-policies.pdf,https://scholar.google.com/scholar?q=related:Vb1AfXky57MJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
10,"M Taghavi, J Bentahar, H Otrok, ...",On the effects of user ratings on the profitability of cloud services,ieeexplore.ieee.org,2017,https://ieeexplore.ieee.org/abstract/document/8029738/,… Conference on Web …,https://scholar.google.com/scholar?cites=2759987175703898454&as_sdt=2005&sciodt=2007&hl=en,56,2021-12-18 16:37,,,,,,,,,10,2.5,3,4,4,"In todays cloud market, providers are taking advantage of consumer reviews and ratings as a new marketing tool to establish their credibility. However, to achieve higher ratings, they need to enhance their service quality which comes with an additional cost. In this paper, we …",https://www.researchgate.net/profile/Azzam-Mourad/publication/319640158_On_the_Effects_of_User_Ratings_on_the_Profitability_of_Cloud_Services/links/5bdd89374585150b2b9b18dd/On-the-Effects-of-User-Ratings-on-the-Profitability-of-Cloud-Services.pdf,https://scholar.google.com/scholar?q=related:Vul2mLZxTSYJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
7,"H Sami, A Mourad",Towards dynamic on-demand fog computing formation based on containerization technology,ieeexplore.ieee.org,2018,https://ieeexplore.ieee.org/abstract/document/8947860/,2018 International Conference on …,https://scholar.google.com/scholar?cites=5676151977257241269&as_sdt=2005&sciodt=2007&hl=en,57,2021-12-18 16:37,,,,,,,,,7,2.33,4,2,3,"The advantage of having fog nodes near IOT devices can be seen by bringing intelligence near the edge. Fogs form storage place, real time processing for the tremendous amount of data generated by sensors, host for users' services to provide a better quality of service with …",https://www.researchgate.net/profile/Azzam-Mourad/publication/338368957_Towards_Dynamic_On-Demand_Fog_Computing_Formation_Based_On_Containerization_Technology/links/5f15e3be92851c1eff21ab06/Towards-Dynamic-On-Demand-Fog-Computing-Formation-Based-On-Containerization-Technology.pdf,https://scholar.google.com/scholar?q=related:tYqMVya-xU4J:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
7,"A Nsouli, A Mourad, D Azar",Towards proactive social learning approach for traffic event detection based on arabic tweets,ieeexplore.ieee.org,2018,https://ieeexplore.ieee.org/abstract/document/8450346/,2018 14th International Wireless …,https://scholar.google.com/scholar?cites=6942529126769912516&as_sdt=2005&sciodt=2007&hl=en,58,2021-12-18 16:37,,,,,,,,,7,2.33,2,3,3,"Intelligent Transportation System (ITS) help drivers by showing the shortest routes and some driving information such as congestion, accident and roadwork. Twitter traffic detection systems depend on real time collection of traffic and road-related data where users share …",https://www.researchgate.net/profile/Ahmad-Nsouli/publication/327324231_Towards_Proactive_Social_Learning_Approach_for_Traffic_Event_Detection_based_on_Arabic_Tweets/links/5ba21bf4a6fdccd3cb625159/Towards-Proactive-Social-Learning-Approach-for-Traffic-Event-Detection-based-on-Arabic-Tweets.pdf,https://scholar.google.com/scholar?q=related:xGrsK3XRWGAJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
13,"H Yahyaoui, A Mourad, M Almulla, L Yao, ...",A synergy between context-aware policies and AOP to achieve highly adaptable Web services,Springer,2012,https://link.springer.com/article/10.1007/s11761-012-0113-3,… Oriented Computing and …,https://scholar.google.com/scholar?cites=15413334923931401224&as_sdt=2005&sciodt=2007&hl=en,59,2021-12-18 16:37,,10.1007/s11761-012-0113-3,,,,,,,13,1.44,3,5,9,"Modern service-based systems are frequently required to be highly adaptable in order to cope with rapid changes and evolution of business goals, requirements, as well as physical context in a dynamic business environment. Unfortunately, adaptive systems are still difficult …",https://www.researchgate.net/profile/Azzam-Mourad/publication/257732116_A_synergy_between_context-aware_policies_and_AOP_to_achieve_highly_adaptable_Web_services/links/556a0ec008aeab77722127c1/A-synergy-between-context-aware-policies-and-AOP-to-achieve-highly-adaptable-Web-services.pdf,https://scholar.google.com/scholar?q=related:CLwNMXMq59UJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
11,"H Sanadiki, H Otrok, A Mourad, ...",Detecting attacks in QoS-OLSR protocol,ieeexplore.ieee.org,2013,https://ieeexplore.ieee.org/abstract/document/6583715/,2013 9th International …,https://scholar.google.com/scholar?cites=5090649499348103020&as_sdt=2005&sciodt=2007&hl=en,60,2021-12-18 16:37,,,,,,,,,11,1.38,3,4,8,"In this paper, we detect two attacks targeting the QoS-OLSR protocol MANET. The Cluster-based model QoS-OLSR is a multimedia protocol designed on top of Optimized Link State Routing (OLSR) protocol. The quality of service (QoS) of the nodes is considered during the …",https://www.academia.edu/download/45857471/Detecting_attacks_in_QoS-OLSR_protocol20160522-29178-i0loln.pdf,https://scholar.google.com/scholar?q=related:bO-pjL-epUYJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
1,"H Tout, A Mourad, N Kara, ...",Multi-persona mobility: Joint cost-effective and resource-aware mobile-edge computation offloading,ieeexplore.ieee.org,2021,https://ieeexplore.ieee.org/abstract/document/9385940/,IEEE/ACM Transactions on …,https://scholar.google.com/scholar?cites=7591574387156647410&as_sdt=2005&sciodt=2007&hl=en,61,2021-12-18 16:37,,,,,,,,,1,1,0,4,1,"Multi-persona mobile computing has begun to make its way to determine the battle about practical strategy for adopting personal devices in workplace. Though its competency, multi-persona performance and viability are critically threatened by the limited resources of mobile …",https://www.researchgate.net/profile/Azzam-Mourad/publication/350362452_Multi-Persona_Mobility_Joint_Cost-Effective_and_Resource-Aware_Mobile-Edge_Computation_Offloading/links/6065985ca6fdccad3f6288d7/Multi-Persona-Mobility-Joint-Cost-Effective-and-Resource-Aware-Mobile-Edge-Computation-Offloading.pdf,https://scholar.google.com/scholar?q=related:8v1s6K6wWmkJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
8,"T Dbouk, A Mourad, H Otrok, ...",Towards ad-hoc cloud based approach for mobile intrusion detection,ieeexplore.ieee.org,2016,https://ieeexplore.ieee.org/abstract/document/7763251/,2016 IEEE 12th …,https://scholar.google.com/scholar?cites=18215637487810727835&as_sdt=2005&sciodt=2007&hl=en,62,2021-12-18 16:37,,,,,,,,,8,1.6,2,4,5,"As the usage of smart devices is increasing, malware affecting such devices is rapidly evolving as well. Security risks affecting the confidentiality, integrity, and privacy of smart devices are rapidly emerging. Mobile security suites exist to defend the device against …",https://laur.lau.edu.lb:8443/xmlui/bitstream/handle/10725/8319/(Postprint)%20Towards%20ad%20hoc.pdf?sequence=3,https://scholar.google.com/scholar?q=related:m08_2sjxyvwJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
11,"S Ayoubi, A Mourad, H Otrok, ...",New XACML-AspectBPEL approach for composite web services security,inderscienceonline.com,2013,https://www.inderscienceonline.com/doi/abs/10.1504/IJWGS.2013.054109,International Journal of …,https://scholar.google.com/scholar?cites=11008243424458746367&as_sdt=2005&sciodt=2007&hl=en,63,2021-12-18 16:37,,10.1504/IJWGS.2013.054109,,,,,,,11,1.38,3,4,8,"Web services technology is the latest evolution in distributed computing. With all of the advantages of web services, one of the main hurdles remains security in composite web services. In this paper, we tackle this problem through a new approach towards the …",https://laur.lau.edu.lb:8443/xmlui/bitstream/handle/10725/2678/New%20XACML.pdf?sequence=2&isAllowed=n,https://scholar.google.com/scholar?q=related:_6nkAxIjxZgJ:scholar.google.com/&scioq=author:%22azzam+mourad%22&hl=en&as_sdt=2007
